,x_coord_earth,y_coord_earth,Y_new,X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,beta0,beta1,beta2,beta3,beta4,beta5,beta6,beta7,beta8,beta9
0,-118.60216702421418,32.27658790368312,-0.5657433238982552,0.572901309617848,-0.24617376814087172,1.0621944925169082,2.2602671015431293,1.1798217846133572,1.133294675164023,0.2671127847218146,1.6084925793872393,2.4635032904782457,0.8980969536975437,0.009897738,0.015448606,-0.017715479,-0.015633393,0.10010607,-0.079547662,0.07354478,-0.108857,0.011655188,-0.19537817
1,-118.0305831128729,32.27658790368312,1.0684833901622945,-0.014980232852747553,1.2584917826528397,-1.132344959496642,-1.091185899658858,0.9120918839703263,0.33998588101297933,0.9157940959441162,-0.18609735032876948,0.05993808911248531,0.1414606554395925,0.06188031,0.079633093,0.000211632,-0.021765508,0.575653568,-0.5234809229999999,0.515717135,-0.08725539800000001,0.013151319,-0.099586873
2,-117.70148934573702,32.27658790368312,-0.12221814748092988,-0.16093609148688498,0.8046024245996228,-0.5940942601425666,-0.3222992804750323,-0.22223526810334385,0.5228445943786524,0.9530177794884047,-1.102831588919474,-2.2251935596914136,-0.3708127012153703,0.09872299300000001,0.103317774,0.09380297300000001,0.021901068,0.55500852,-0.399806867,0.253589621,0.013990826999999999,-0.00110682,0.069384536
3,-117.64952717197872,32.27658790368312,0.6807626091401058,3.0854354398858077,0.5411300279229956,2.0301290874134827,1.9307555665630751,1.6079414002926924,1.44017530271,0.4227577058196715,0.42638757762269397,0.8462967179427231,-0.5028320583706662,0.105078798,0.10586065300000001,0.11133101699999999,0.029435422000000003,0.524205197,-0.35254757200000003,0.19054193600000002,0.002216709,-0.0023392260000000002,0.11463021699999999
4,-115.38051225119972,32.27658790368312,0.9262587051946962,1.1145966769348066,-0.346124900340638,-1.7695987313953012,-0.5387860307959063,1.3331013516885246,-0.4884829626136013,0.12739123461963914,-0.32046295234592365,-0.18175210431473718,-1.2036455919589144,0.442549422,-0.013115752,-0.244483117,-0.029915092,-0.098003417,-0.374712916,0.409026845,-0.031458976,0.012578611000000002,-0.028572922999999997
5,-118.1691489095617,32.29390862826922,1.5023368858041266,0.1881602197636314,1.5151932303905786,-1.022447594388831,-0.8035101035434747,0.72396486170687,-0.5098148717478583,1.0856138936230824,-0.9673057080567297,-0.7478247274740859,-0.4844029059849727,0.045615472000000004,0.061186394000000005,-0.031190282000000003,-0.023783477999999997,0.49750538,-0.453321395,0.495585574,-0.156875042,0.016369984,-0.252775412
6,-116.71420804432937,32.29390862826922,1.022134106924284,0.9096693146772571,-0.6101951325409863,1.8952320527975324,-0.16261241565086795,0.9803199447245919,0.6983330752025758,-0.8757452031928636,0.1941957402404071,0.0983940112923165,0.1357575270248373,0.238361447,0.09195947300000001,0.2900233,0.018024785,-0.18580305,0.567765311,-0.39737453899999997,0.155535014,-0.027697700000000002,-0.104729164
7,-116.15994485757419,32.29390862826922,-0.001739507242210503,-1.1462486411208004,-0.6225340246198667,-0.5025855684370664,0.25307865338722474,0.020096695473098867,-1.5132061618246766,-0.41637294391766677,-0.7866461292486329,-0.7025835425646443,-0.8210528159949342,0.32785058,0.048017635,0.144222283,-0.073234433,-0.585459394,0.343946876,0.024305137999999997,-0.22971161,-0.265113164,0.055658969
8,-115.34587080202752,32.29390862826922,-0.8345558244969269,-0.33808207070655927,-0.68557063464678,0.563638214248928,-0.5067157038032825,0.6189017249687614,-0.2833841212762295,0.3162247571096921,0.9235490220244087,0.24110593190934929,0.41839985809373426,0.44491160399999996,-0.009787416,-0.268177843,-0.022408819,-0.065364533,-0.381965513,0.37299527200000004,-0.071754183,-0.004831233,-0.040162647
9,-118.22111108332,32.31122935285532,-0.05586332778906161,-0.8910142628101685,-1.7002477955284083,-0.10098295125717728,0.3798802941375732,-0.5399441581746546,-0.41367590829662354,0.8807108135013275,-0.7026690837898355,0.7341507782689495,0.8010475627177108,0.038219589,0.05060979,-0.04476235,-0.016178796999999998,0.45965488200000004,-0.405292356,0.47441960299999997,-0.163862609,0.021553662999999997,-0.29828336
