,x_coord_earth,y_coord_earth,Y_new,X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,beta0,beta1,beta2,beta3,beta4,beta5,beta6,beta7,beta8,beta9
0,-118.58484629962808,32.27658790368312,-0.1366243884108909,0.29851643846128256,-0.8777123085809182,-0.950332384568884,-0.31828406854325864,0.49512620329791135,-1.042379434886955,-1.5484011242850295,-0.6847651475982053,0.08745771584878773,0.34292909041809827,0.011324155,0.017638051999999998,-0.019942054,-0.017651893999999998,0.115159187,-0.09248085,0.08675543699999999,-0.122886415,0.013288478000000001,-0.222030376
1,-118.42895977835319,32.27658790368312,1.7845244168494678,-0.7267610135117397,-0.4402276667231644,-0.8548105170783162,0.5404866857345305,1.0980425782272167,-1.4587410800061253,1.2219342713866417,-0.49269033522908345,-0.329916940335459,-0.38852838056091715,0.024440754,0.036927832,-0.033749202,-0.031501449,0.259747004,-0.22868909199999998,0.237713696,-0.213602662,0.025342629,-0.398440814
2,-118.34235615542269,32.27658790368312,-1.5085307100735004,0.6623839394774299,-0.7990378692098733,1.1954055163858501,0.35661830442281345,0.4558985879618642,2.425328170242496,-1.5176989300867205,0.7197650297153149,-0.6327021721091439,1.1604493529425444,0.032025954,0.047176837,-0.035331436,-0.035068947,0.343115584,-0.312751182,0.333118436,-0.227874717,0.028274315,-0.41706428700000003
3,-118.2384318079061,32.27658790368312,-2.1702142124867283,0.3085593670753996,-0.6871842704035814,-0.2146418419042166,-0.2258449382936902,0.3026357046528274,1.7369434664649217,-1.463942264700854,0.18485674516647274,-2.0368272696758765,-0.7512917487349584,0.041495847999999995,0.058861656,-0.030637026,-0.035036437000000004,0.437928592,-0.40765823799999995,0.43460534100000003,-0.208179421,0.027058153999999997,-0.35444611299999995
4,-118.1864696341478,32.27658790368312,-0.7430971675899041,0.7084744074250152,0.7250692342316053,0.13699138825374219,-0.060428193770796,-0.5549856457086949,-0.5316045005536978,-1.4376573442398037,-0.8511103470941901,-0.0381799915838145,-1.6059218892336808,0.046401278,0.064406555,-0.025540858,-0.033280225,0.48047497,-0.448246008,0.473184237,-0.18525502800000002,0.024635355,-0.29640540600000004
5,-117.9959416637007,32.27658790368312,0.8309691812554816,0.9193678609090843,0.9423247751850653,-0.05383459808085887,1.968058893360614,0.9433858036351908,0.49321639123212135,-0.28375985339720355,0.13207244376332028,0.6182643237682172,1.576249035526268,0.06548535,0.082698472,0.007890942,-0.018111817,0.5885145420000001,-0.528657528,0.508507809,-0.064414507,0.010444105,-0.065875093
6,-117.94397948994241,32.27658790368312,-0.49527425940191855,-0.6650654229725246,0.10054376299140713,0.5771478295195887,-0.9056275701616274,-1.2900387277460474,-0.0802648122080569,-0.26841987993520516,-0.16473411015831957,-1.3173904045828326,0.040735736140712964,0.071010719,0.087060038,0.020581636,-0.012034784,0.601334049,-0.527851438,0.48652665100000003,-0.033020872,0.006774983,-0.029027582000000003
7,-117.92665876535631,32.27658790368312,0.6806313473314181,0.6327407306374079,-0.18031761038176602,0.16958788141036918,1.2672477336267862,1.4995927453792983,0.2744507434203229,0.0503786477043589,1.374018955060515,1.1455543621411692,-0.2950696671702168,0.072884357,0.088448808,0.025102173999999998,-0.00986948,0.603826022,-0.52529431,0.476380515,-0.023710178999999998,0.005702884,-0.020478386
8,-117.87469659159801,32.27658790368312,0.2635728338146202,-0.37430065984949196,0.8018928820871256,-2.140839192970626,-0.9628830835744469,-0.24585617134376328,0.18542497469737249,-0.43522160022374967,-0.48934498560647355,-1.9619714111176523,-0.5213052853785427,0.078602018,0.092413257,0.039451032000000004,-0.0030262859999999996,0.605852988,-0.510912081,0.43829564600000004,-0.000435775,0.003048445,-0.0037838240000000003
9,-117.85737586701191,32.27658790368312,-0.59539667818738,-0.646014937052402,-0.2718574259038966,1.40953414265061,0.581715175540614,0.6545713122507206,-1.1041858827629525,-3.3925464682936175,1.7208908967790295,-1.634548956293105,-2.646369182164326,0.080540377,0.093665981,0.04447534,-0.000647118,0.604706405,-0.503951699,0.423292244,0.0055365580000000005,0.002361092,0.0
10,-117.78809296866751,32.27658790368312,-0.6088242824994444,-0.42687054692706594,0.4751731258413845,-0.04712676471357526,-0.6145764386536307,-0.5583789072536419,-1.1827307761034682,-0.6154787352833145,-0.08963067844462701,-0.9048248259054693,-0.2261005006129466,0.088457396,0.09832221199999999,0.065602319,0.009214814,0.591135636,-0.466129575,0.353991613,0.019290243999999998,0.000485131,0.019026635
11,-117.64952717197872,32.27658790368312,0.6807626091401058,3.0854354398858077,0.5411300279229956,2.0301290874134827,1.9307555665630751,1.6079414002926924,1.44017530271,0.4227577058196715,0.42638757762269397,0.8462967179427231,-0.5028320583706662,0.105078798,0.10586065300000001,0.11133101699999999,0.029435422000000003,0.524205197,-0.35254757200000003,0.19054193600000002,0.002216709,-0.0023392260000000002,0.11463021699999999
12,-117.63220644739262,32.27658790368312,1.2887996504920496,1.295761698398936,1.6297344793849926,1.5539787872827893,0.6768302128346121,1.3869117331461671,1.7903054908468152,2.1767594700041424,2.3288550814242654,0.35780286225248864,0.3631128929487091,0.10722991400000001,0.10663103,0.11723051599999999,0.031900721,0.512601294,-0.335930348,0.16955756,-0.0022165789999999998,-0.002822162,0.13142506199999998
13,-117.58024427363432,32.27658790368312,0.09114620736174384,-0.531284944661469,0.07193617567046649,0.3338490696479172,-0.09581409144933975,0.4894608880599271,-0.3608624381682995,0.20324210896737263,-0.2438472697416606,-0.030516433633899654,0.8273079478464863,0.113779953,0.108707598,0.134994963,0.03908249,0.474302711,-0.284408148,0.107528094,-0.013951288000000001,-0.004475424,0.184032556
14,-117.33775412942893,32.27658790368312,0.23852681440843232,-0.04399647493255939,-1.2249566767208735,0.5423086939509789,0.10462894500416393,0.4805791078078207,-0.9959517487544786,-0.8679185880933957,-0.28811126161167727,-1.8241566341115434,-0.4832863552069242,0.14619365,0.113666158,0.21397479100000003,0.064821022,0.257917005,-0.049708666,-0.17105393800000002,0.035596052,-0.012652766000000001,0.322470981
15,-117.32043340484283,32.27658790368312,-1.241107626227534,-0.7053848003827277,0.1951072063981074,-0.43918222592543654,-0.7348204155774812,0.723290363530134,-0.6645034092902672,1.022382973028711,0.016448204677854458,0.5280066924720633,-1.8956567424600537,0.14861941,0.113720725,0.219052623,0.065972753,0.242157777,-0.034633067000000003,-0.19154438899999998,0.045857735999999996,-0.012993913999999999,0.318977945
